,order.id,order.line,order.date,customer.id,product.id,quantity
79,15,8,1/25/2011,13,16,1
80,15,9,1/25/2011,13,1,1
81,15,10,1/25/2011,13,88,1
82,15,11,1/25/2011,13,44,1
83,15,12,1/25/2011,13,22,2
84,16,1,1/25/2011,9,73,4
85,16,2,1/25/2011,9,91,1
86,16,3,1/25/2011,9,95,1
87,16,4,1/25/2011,9,94,1
88,16,5,1/25/2011,9,3,1
89,16,6,1/25/2011,9,72,1
90,16,7,1/25/2011,9,65,1
91,16,8,1/25/2011,9,49,2
92,17,1,1/26/2011,5,38,1
93,18,1,1/28/2011,8,21,1
94,18,2,1/28/2011,8,64,1
95,19,1,1/28/2011,2,66,2
96,19,2,1/28/2011,2,61,1
97,20,1,1/28/2011,10,9,1
98,20,2,1/28/2011,10,14,1
99,20,3,1/28/2011,10,50,1
100,20,4,1/28/2011,10,85,1
101,20,5,1/28/2011,10,16,1
102,20,6,1/28/2011,10,27,1
103,20,7,1/28/2011,10,79,1
104,20,8,1/28/2011,10,78,1
105,20,9,1/28/2011,10,77,1
106,21,1,2/1/2011,17,51,1
107,21,2,2/1/2011,17,3,4
108,21,3,2/1/2011,17,61,1
109,21,4,2/1/2011,17,26,1
110,21,5,2/1/2011,17,65,1
111,22,1,2/1/2011,21,33,2
112,22,2,2/1/2011,21,36,1
113,22,3,2/1/2011,21,74,1
114,22,4,2/1/2011,21,37,1
115,22,5,2/1/2011,21,87,3
116,22,6,2/1/2011,21,24,1
117,22,7,2/1/2011,21,43,2
118,22,8,2/1/2011,21,79,1
119,22,9,2/1/2011,21,28,1
120,22,10,2/1/2011,21,10,2
121,23,1,2/4/2011,8,48,1
122,23,2,2/4/2011,8,71,1
123,23,3,2/4/2011,8,92,1
124,23,4,2/4/2011,8,30,1
125,23,5,2/4/2011,8,42,1
126,24,1,2/7/2011,22,40,1
127,24,2,2/7/2011,22,29,7
128,24,3,2/7/2011,22,2,3
129,24,4,2/7/2011,22,37,1
130,24,5,2/7/2011,22,6,1
131,24,6,2/7/2011,22,73,1
132,24,7,2/7/2011,22,42,2
133,24,8,2/7/2011,22,97,1
134,24,9,2/7/2011,22,92,1
135,24,10,2/7/2011,22,18,1
136,24,11,2/7/2011,22,12,1
137,25,1,2/7/2011,14,16,1
138,25,2,2/7/2011,14,13,1
139,25,3,2/7/2011,14,71,1
140,26,1,2/9/2011,3,13,1
141,27,1,2/10/2011,10,8,1
142,27,2,2/10/2011,10,79,1
143,27,3,2/10/2011,10,20,1
144,27,4,2/10/2011,10,92,2
145,27,5,2/10/2011,10,71,1
146,27,6,2/10/2011,10,70,1
147,27,7,2/10/2011,10,78,3
148,27,8,2/10/2011,10,89,1
149,27,9,2/10/2011,10,80,1
150,27,10,2/10/2011,10,61,1
151,27,11,2/10/2011,10,69,1
152,27,12,2/10/2011,10,40,2
153,28,1,2/10/2011,2,47,1
154,28,2,2/10/2011,2,79,1
155,28,3,2/10/2011,2,61,1
156,28,4,2/10/2011,2,97,1
157,28,5,2/10/2011,2,66,2
158,28,6,2/10/2011,2,5,1
159,28,7,2/10/2011,2,58,1
160,28,8,2/10/2011,2,89,1
161,28,9,2/10/2011,2,7,1
162,28,10,2/10/2011,2,72,1
163,28,11,2/10/2011,2,6,1
164,28,12,2/10/2011,2,25,1
165,28,13,2/10/2011,2,75,1
166,28,14,2/10/2011,2,38,1
167,28,15,2/10/2011,2,62,1
168,28,16,2/10/2011,2,60,1
169,28,17,2/10/2011,2,52,1
170,28,18,2/10/2011,2,12,2
171,28,19,2/10/2011,2,15,1
172,29,1,2/11/2011,2,79,1
173,29,2,2/11/2011,2,69,1
174,29,3,2/11/2011,2,66,1
175,29,4,2/11/2011,2,54,1
176,29,5,2/11/2011,2,3,1
177,30,1,2/14/2011,22,9,3
178,30,2,2/14/2011,22,7,1
179,31,1,2/15/2011,2,65,1
180,31,2,2/15/2011,2,71,1
181,31,3,2/15/2011,2,82,1
182,31,4,2/15/2011,2,50,1
183,32,1,2/15/2011,16,19,2
184,32,2,2/15/2011,16,45,1
185,32,3,2/15/2011,16,53,1
186,32,4,2/15/2011,16,34,1
187,32,5,2/15/2011,16,71,1
188,32,6,2/15/2011,16,69,1
189,32,7,2/15/2011,16,28,1
190,32,8,2/15/2011,16,12,2
191,32,9,2/15/2011,16,75,6
192,32,10,2/15/2011,16,7,1
193,32,11,2/15/2011,16,76,1
194,32,12,2/15/2011,16,80,3
195,32,13,2/15/2011,16,44,1
196,32,14,2/15/2011,16,56,1
197,32,15,2/15/2011,16,91,1
198,32,16,2/15/2011,16,60,1
199,32,17,2/15/2011,16,26,1
200,32,18,2/15/2011,16,15,1
201,32,19,2/15/2011,16,46,1
202,32,20,2/15/2011,16,82,3
203,32,21,2/15/2011,16,73,2
204,32,22,2/15/2011,16,85,1
205,32,23,2/15/2011,16,16,1
206,33,1,2/15/2011,8,97,2
207,33,2,2/15/2011,8,93,1
208,34,1,2/16/2011,10,97,1
209,34,2,2/16/2011,10,2,1
210,34,3,2/16/2011,10,19,1
211,34,4,2/16/2011,10,71,1
212,34,5,2/16/2011,10,94,1
213,34,6,2/16/2011,10,41,1
214,34,7,2/16/2011,10,72,1
215,34,8,2/16/2011,10,30,1
216,34,9,2/16/2011,10,90,1
217,34,10,2/16/2011,10,47,2
218,34,11,2/16/2011,10,92,1
219,34,12,2/16/2011,10,55,1
220,34,13,2/16/2011,10,14,1
221,34,14,2/16/2011,10,95,1
222,34,15,2/16/2011,10,76,1
223,34,16,2/16/2011,10,42,1
224,34,17,2/16/2011,10,9,3
225,34,18,2/16/2011,10,89,1
226,34,19,2/16/2011,10,83,1
227,34,20,2/16/2011,10,84,1
228,34,21,2/16/2011,10,93,1
229,34,22,2/16/2011,10,18,1
230,34,23,2/16/2011,10,13,1
231,34,24,2/16/2011,10,96,1
232,34,25,2/16/2011,10,56,1
233,35,1,2/17/2011,20,12,2
234,35,2,2/17/2011,20,77,1
235,35,3,2/17/2011,20,86,1
236,35,4,2/17/2011,20,74,1
237,35,5,2/17/2011,20,36,1
238,35,6,2/17/2011,20,90,1
239,35,7,2/17/2011,20,18,3
240,35,8,2/17/2011,20,46,1
241,35,9,2/17/2011,20,1,1
242,36,1,2/18/2011,30,75,1
243,36,2,2/18/2011,30,24,1
244,36,3,2/18/2011,30,39,1
245,36,4,2/18/2011,30,69,1
246,36,5,2/18/2011,30,86,1
247,36,6,2/18/2011,30,47,1
248,36,7,2/18/2011,30,72,1
249,36,8,2/18/2011,30,81,1
250,36,9,2/18/2011,30,79,1
251,36,10,2/18/2011,30,54,1
252,36,11,2/18/2011,30,63,3
253,36,12,2/18/2011,30,27,1
254,36,13,2/18/2011,30,68,1
255,36,14,2/18/2011,30,74,2
256,36,15,2/18/2011,30,66,2
257,36,16,2/18/2011,30,85,1
258,36,17,2/18/2011,30,26,1
259,36,18,2/18/2011,30,53,1
260,36,19,2/18/2011,30,78,1
261,36,20,2/18/2011,30,57,1
262,37,1,2/18/2011,8,83,2
263,38,1,2/21/2011,5,1,1
264,38,2,2/21/2011,5,39,1
265,38,3,2/21/2011,5,2,1
266,38,4,2/21/2011,5,14,2
267,38,5,2/21/2011,5,53,1
268,38,6,2/21/2011,5,54,1
269,38,7,2/21/2011,5,36,2
270,39,1,2/22/2011,10,70,3
271,39,2,2/22/2011,10,96,1
272,39,3,2/22/2011,10,87,1
273,39,4,2/22/2011,10,79,1
274,39,5,2/22/2011,10,65,1
275,39,6,2/22/2011,10,46,1
276,39,7,2/22/2011,10,72,1
277,39,8,2/22/2011,10,58,1
278,39,9,2/22/2011,10,52,1
279,39,10,2/22/2011,10,57,1
280,39,11,2/22/2011,10,66,1
281,39,12,2/22/2011,10,61,1
282,39,13,2/22/2011,10,80,1
283,39,14,2/22/2011,10,90,1
284,39,15,2/22/2011,10,73,1
285,39,16,2/22/2011,10,6,1
286,39,17,2/22/2011,10,41,1
287,39,18,2/22/2011,10,74,1
288,39,19,2/22/2011,10,9,3
289,39,20,2/22/2011,10,50,1
290,39,21,2/22/2011,10,63,1
291,39,22,2/22/2011,10,20,1
292,39,23,2/22/2011,10,83,1
293,39,24,2/22/2011,10,93,1
294,39,25,2/22/2011,10,44,1
295,39,26,2/22/2011,10,42,1
296,39,27,2/22/2011,10,71,1
297,39,28,2/22/2011,10,86,1
298,39,29,2/22/2011,10,97,1
299,40,1,2/22/2011,14,73,1
300,41,1,2/22/2011,13,29,1
301,41,2,2/22/2011,13,65,2
302,42,1,2/22/2011,13,75,1
303,42,2,2/22/2011,13,95,3
304,42,3,2/22/2011,13,42,1
305,42,4,2/22/2011,13,90,1
306,42,5,2/22/2011,13,25,4
307,42,6,2/22/2011,13,7,1
308,42,7,2/22/2011,13,24,1
309,42,8,2/22/2011,13,15,1
310,42,9,2/22/2011,13,5,3
311,42,10,2/22/2011,13,1,1
312,42,11,2/22/2011,13,17,2
313,42,12,2/22/2011,13,2,1
314,42,13,2/22/2011,13,72,1
315,42,14,2/22/2011,13,18,1
316,42,15,2/22/2011,13,41,1
317,42,16,2/22/2011,13,71,1
318,42,17,2/22/2011,13,52,1
319,42,18,2/22/2011,13,44,1
320,43,1,2/28/2011,24,18,1
321,43,2,2/28/2011,24,84,1
322,43,3,2/28/2011,24,65,1
323,43,4,2/28/2011,24,70,1
324,43,5,2/28/2011,24,37,6
325,43,6,2/28/2011,24,88,1
326,43,7,2/28/2011,24,73,7
327,43,8,2/28/2011,24,19,1
328,43,9,2/28/2011,24,61,1
329,43,10,2/28/2011,24,23,1
330,43,11,2/28/2011,24,31,2
331,43,12,2/28/2011,24,71,1
332,43,13,2/28/2011,24,50,1
333,44,1,2/28/2011,16,34,1
334,44,2,2/28/2011,16,41,1
335,44,3,2/28/2011,16,19,1
336,44,4,2/28/2011,16,44,1
337,44,5,2/28/2011,16,89,1
338,44,6,2/28/2011,16,71,1
339,44,7,2/28/2011,16,95,1
340,44,8,2/28/2011,16,65,1
341,44,9,2/28/2011,16,79,1
342,44,10,2/28/2011,16,36,1
343,44,11,2/28/2011,16,90,1
344,44,12,2/28/2011,16,77,1
345,44,13,2/28/2011,16,48,1
346,44,14,2/28/2011,16,96,1
347,44,15,2/28/2011,16,18,1
348,45,1,2/28/2011,2,27,3
349,45,2,2/28/2011,2,63,1
350,45,3,2/28/2011,2,64,1
351,45,4,2/28/2011,2,50,1
352,45,5,2/28/2011,2,54,1
353,45,6,2/28/2011,2,67,1
354,46,1,2/28/2011,8,76,1
355,46,2,2/28/2011,8,61,1
356,46,3,2/28/2011,8,47,1
357,46,4,2/28/2011,8,65,2
358,47,1,3/3/2011,10,8,1
359,47,2,3/3/2011,10,65,5
360,47,3,3/3/2011,10,28,1
361,47,4,3/3/2011,10,21,1
362,47,5,3/3/2011,10,51,1
363,47,6,3/3/2011,10,67,1
364,47,7,3/3/2011,10,93,1
365,47,8,3/3/2011,10,75,1
366,47,9,3/3/2011,10,84,1
367,47,10,3/3/2011,10,35,1
368,47,11,3/3/2011,10,86,1
369,47,12,3/3/2011,10,52,1
370,47,13,3/3/2011,10,91,3
371,48,1,3/3/2011,30,76,1
372,48,2,3/3/2011,30,47,1
373,48,3,3/3/2011,30,51,1
374,48,4,3/3/2011,30,50,1
375,48,5,3/3/2011,30,48,1
376,48,6,3/3/2011,30,59,1
377,48,7,3/3/2011,30,21,1
378,48,8,3/3/2011,30,74,1
379,48,9,3/3/2011,30,39,1
380,48,10,3/3/2011,30,62,1
381,48,11,3/3/2011,30,23,1
382,48,12,3/3/2011,30,52,1
383,48,13,3/3/2011,30,4,1
384,48,14,3/3/2011,30,77,1
385,48,15,3/3/2011,30,26,1
386,48,16,3/3/2011,30,1,1
387,48,17,3/3/2011,30,12,1
388,48,18,3/3/2011,30,90,1
389,48,19,3/3/2011,30,54,4
390,49,1,3/8/2011,11,7,1
391,50,1,3/9/2011,10,52,1
392,50,2,3/9/2011,10,97,1
393,51,1,3/10/2011,10,7,3
394,51,2,3/10/2011,10,96,1
395,52,1,3/10/2011,13,46,1
396,53,1,3/10/2011,17,19,1
397,54,1,3/11/2011,7,65,1
398,54,2,3/11/2011,7,11,1
399,55,1,3/11/2011,13,37,1
400,55,2,3/11/2011,13,29,1
401,55,3,3/11/2011,13,13,1
402,55,4,3/11/2011,13,93,1
403,55,5,3/11/2011,13,27,1
404,55,6,3/11/2011,13,44,1
405,56,1,3/15/2011,11,30,1
406,56,2,3/15/2011,11,54,1
407,57,1,3/15/2011,17,3,1
408,58,1,3/16/2011,20,72,2
409,59,1,3/18/2011,17,39,2
410,59,2,3/18/2011,17,9,1
411,59,3,3/18/2011,17,82,1
412,59,4,3/18/2011,17,58,1
413,59,5,3/18/2011,17,34,1
414,59,6,3/18/2011,17,59,2
415,60,1,3/21/2011,9,60,1
416,61,1,3/22/2011,5,40,3
417,61,2,3/22/2011,5,67,1
418,61,3,3/22/2011,5,12,1
419,61,4,3/22/2011,5,13,1
420,62,1,3/22/2011,5,51,1
421,62,2,3/22/2011,5,40,2
422,62,3,3/22/2011,5,8,1
423,62,4,3/22/2011,5,58,1
424,62,5,3/22/2011,5,27,2
425,62,6,3/22/2011,5,38,1
426,62,7,3/22/2011,5,36,1
427,63,1,3/22/2011,25,76,1
428,63,2,3/22/2011,25,35,7
429,63,3,3/22/2011,25,13,1
430,63,4,3/22/2011,25,44,1
431,63,5,3/22/2011,25,1,2
432,63,6,3/22/2011,25,79,1
433,63,7,3/22/2011,25,32,1
434,63,8,3/22/2011,25,16,1
435,63,9,3/22/2011,25,24,1
436,63,10,3/22/2011,25,15,4
437,63,11,3/22/2011,25,29,1
438,63,12,3/22/2011,25,45,3
439,63,13,3/22/2011,25,23,1
440,63,14,3/22/2011,25,89,2
441,63,15,3/22/2011,25,26,1
442,63,16,3/22/2011,25,20,1
443,63,17,3/22/2011,25,9,1
444,63,18,3/22/2011,25,70,1
445,63,19,3/22/2011,25,4,1
446,63,20,3/22/2011,25,43,1
447,63,21,3/22/2011,25,6,1
448,63,22,3/22/2011,25,38,1
449,63,23,3/22/2011,25,36,1
450,63,24,3/22/2011,25,37,1
451,63,25,3/22/2011,25,2,1
452,63,26,3/22/2011,25,5,1
453,64,1,3/23/2011,15,32,1
454,64,2,3/23/2011,15,89,1
455,64,3,3/23/2011,15,45,1
456,64,4,3/23/2011,15,84,1
457,64,5,3/23/2011,15,15,2
458,64,6,3/23/2011,15,90,1
459,64,7,3/23/2011,15,95,1
460,64,8,3/23/2011,15,43,1
461,65,1,3/23/2011,28,23,1
462,65,2,3/23/2011,28,61,2
463,65,3,3/23/2011,28,26,1
464,66,1,3/23/2011,6,78,2
465,66,2,3/23/2011,6,48,1
466,67,1,3/24/2011,10,19,2
467,67,2,3/24/2011,10,91,1
468,67,3,3/24/2011,10,75,1
469,68,1,3/25/2011,16,82,1
470,68,2,3/25/2011,16,75,1
471,68,3,3/25/2011,16,15,1
472,69,1,3/28/2011,19,10,1
473,70,1,3/28/2011,1,74,1
474,70,2,3/28/2011,1,72,1
475,70,3,3/28/2011,1,27,1
476,70,4,3/28/2011,1,59,7
477,70,5,3/28/2011,1,91,1
478,70,6,3/28/2011,1,93,1
479,70,7,3/28/2011,1,60,1
480,70,8,3/28/2011,1,62,1
481,70,9,3/28/2011,1,83,1
482,71,1,3/31/2011,8,92,1
483,71,2,3/31/2011,8,51,7
484,71,3,3/31/2011,8,73,1
485,72,1,4/1/2011,1,4,1
486,72,2,4/1/2011,1,39,1
487,73,1,4/5/2011,9,95,1
488,73,2,4/5/2011,9,29,3
489,73,3,4/5/2011,9,40,1
490,73,4,4/5/2011,9,76,1
491,73,5,4/5/2011,9,20,8
492,73,6,4/5/2011,9,71,1
493,74,1,4/5/2011,28,60,1
494,74,2,4/5/2011,28,42,1
495,74,3,4/5/2011,28,26,1
496,74,4,4/5/2011,28,67,1
497,74,5,4/5/2011,28,83,1
498,74,6,4/5/2011,28,28,1
499,74,7,4/5/2011,28,39,7
500,74,8,4/5/2011,28,85,1
501,74,9,4/5/2011,28,61,1
502,74,10,4/5/2011,28,65,1
503,74,11,4/5/2011,28,59,1
504,74,12,4/5/2011,28,17,1
505,74,13,4/5/2011,28,68,1
506,74,14,4/5/2011,28,55,1
507,74,15,4/5/2011,28,27,1
508,74,16,4/5/2011,28,18,1
509,74,17,4/5/2011,28,3,1
510,74,18,4/5/2011,28,11,1
511,74,19,4/5/2011,28,7,1
512,74,20,4/5/2011,28,25,1
513,74,21,4/5/2011,28,44,1
514,74,22,4/5/2011,28,14,1
515,74,23,4/5/2011,28,54,3
516,74,24,4/5/2011,28,43,1
517,74,25,4/5/2011,28,24,1
518,74,26,4/5/2011,28,31,1
519,74,27,4/5/2011,28,30,1
520,75,1,4/6/2011,5,6,4
521,75,2,4/6/2011,5,13,1
522,75,3,4/6/2011,5,61,1
523,75,4,4/6/2011,5,24,1
524,75,5,4/6/2011,5,7,1
525,75,6,4/6/2011,5,2,1
526,75,7,4/6/2011,5,18,1
527,75,8,4/6/2011,5,63,1
528,76,1,4/6/2011,8,82,3
529,76,2,4/6/2011,8,15,1
530,76,3,4/6/2011,8,70,1
531,76,4,4/6/2011,8,87,1
532,76,5,4/6/2011,8,55,1
533,76,6,4/6/2011,8,7,1
534,76,7,4/6/2011,8,72,2
535,77,1,4/6/2011,10,72,1
536,77,2,4/6/2011,10,31,1
537,77,3,4/6/2011,10,20,1
538,77,4,4/6/2011,10,33,1
539,77,5,4/6/2011,10,30,2
540,77,6,4/6/2011,10,75,2
541,77,7,4/6/2011,10,41,1
542,77,8,4/6/2011,10,42,1
543,77,9,4/6/2011,10,83,1
544,77,10,4/6/2011,10,70,2
545,77,11,4/6/2011,10,9,2
546,77,12,4/6/2011,10,23,2
547,77,13,4/6/2011,10,91,1
548,77,14,4/6/2011,10,89,1
549,77,15,4/6/2011,10,97,1
550,77,16,4/6/2011,10,77,1
551,77,17,4/6/2011,10,48,1
552,78,1,4/7/2011,8,14,2
553,78,2,4/7/2011,8,10,1
554,78,3,4/7/2011,8,53,4
555,78,4,4/7/2011,8,15,1
556,78,5,4/7/2011,8,20,2
557,78,6,4/7/2011,8,93,1
558,78,7,4/7/2011,8,50,1
559,78,8,4/7/2011,8,92,1
560,78,9,4/7/2011,8,79,1
561,78,10,4/7/2011,8,97,2
562,78,11,4/7/2011,8,37,1
563,78,12,4/7/2011,8,47,1
564,79,1,4/7/2011,22,91,2
565,79,2,4/7/2011,22,17,2
566,79,3,4/7/2011,22,4,1
567,79,4,4/7/2011,22,1,2
568,79,5,4/7/2011,22,26,1
569,79,6,4/7/2011,22,19,1
570,79,7,4/7/2011,22,31,3
571,79,8,4/7/2011,22,22,1
572,79,9,4/7/2011,22,80,1
573,79,10,4/7/2011,22,2,1
574,79,11,4/7/2011,22,34,1
575,79,12,4/7/2011,22,44,1
576,79,13,4/7/2011,22,30,1
577,79,14,4/7/2011,22,65,1
578,79,15,4/7/2011,22,35,1
579,79,16,4/7/2011,22,38,1
580,80,1,4/8/2011,21,17,1
581,81,1,4/11/2011,17,38,1
582,81,2,4/11/2011,17,74,1
583,81,3,4/11/2011,17,62,1
584,81,4,4/11/2011,17,13,1
585,82,1,4/12/2011,11,10,1
586,82,2,4/12/2011,11,29,2
587,82,3,4/12/2011,11,40,1
588,82,4,4/12/2011,11,35,2
589,82,5,4/12/2011,11,31,1
590,82,6,4/12/2011,11,56,4
591,83,1,4/12/2011,11,77,1
592,83,2,4/12/2011,11,91,1
593,83,3,4/12/2011,11,88,1
594,83,4,4/12/2011,11,38,1
595,83,5,4/12/2011,11,36,3
596,83,6,4/12/2011,11,18,2
597,83,7,4/12/2011,11,45,1
598,83,8,4/12/2011,11,16,1
599,83,9,4/12/2011,11,47,1
600,83,10,4/12/2011,11,51,1
601,83,11,4/12/2011,11,33,1
602,83,12,4/12/2011,11,89,1
603,83,13,4/12/2011,11,66,1
604,83,14,4/12/2011,11,81,1
605,83,15,4/12/2011,11,8,1
606,83,16,4/12/2011,11,93,2
607,83,17,4/12/2011,11,34,1
608,83,18,4/12/2011,11,86,1
609,83,19,4/12/2011,11,59,1
610,83,20,4/12/2011,11,52,1
611,83,21,4/12/2011,11,76,2
612,83,22,4/12/2011,11,83,1
613,84,1,4/12/2011,27,62,1
614,84,2,4/12/2011,27,17,2
615,84,3,4/12/2011,27,47,1
616,84,4,4/12/2011,27,60,1
617,84,5,4/12/2011,27,9,1
618,84,6,4/12/2011,27,42,1
619,84,7,4/12/2011,27,10,1
620,84,8,4/12/2011,27,8,1
621,84,9,4/12/2011,27,46,1
622,84,10,4/12/2011,27,71,1
623,84,11,4/12/2011,27,28,1
624,84,12,4/12/2011,27,1,1
625,84,13,4/12/2011,27,23,1
626,84,14,4/12/2011,27,83,2
627,84,15,4/12/2011,27,14,1
628,84,16,4/12/2011,27,94,2
629,84,17,4/12/2011,27,93,1
630,84,18,4/12/2011,27,16,1
631,84,19,4/12/2011,27,29,1
632,84,20,4/12/2011,27,19,1
633,84,21,4/12/2011,27,90,1
634,84,22,4/12/2011,27,37,1
635,84,23,4/12/2011,27,95,1
636,84,24,4/12/2011,27,69,1
637,84,25,4/12/2011,27,54,1
638,84,26,4/12/2011,27,84,2
639,84,27,4/12/2011,27,58,1
640,84,28,4/12/2011,27,5,1
641,85,1,4/12/2011,10,59,1
642,86,1,4/13/2011,21,54,2
643,86,2,4/13/2011,21,36,1
644,86,3,4/13/2011,21,76,1
645,86,4,4/13/2011,21,29,1
646,86,5,4/13/2011,21,21,1
647,86,6,4/13/2011,21,80,1
648,87,1,4/13/2011,16,14,1
649,87,2,4/13/2011,16,80,1
650,87,3,4/13/2011,16,78,1
651,87,4,4/13/2011,16,6,6
652,87,5,4/13/2011,16,65,1
653,87,6,4/13/2011,16,90,1
654,87,7,4/13/2011,16,9,1
655,87,8,4/13/2011,16,31,2
656,87,9,4/13/2011,16,67,1
657,87,10,4/13/2011,16,35,1
658,87,11,4/13/2011,16,92,1
659,88,1,4/13/2011,13,14,1
660,89,1,4/14/2011,10,79,1
661,89,2,4/14/2011,10,18,1
662,90,1,4/14/2011,10,85,1
663,90,2,4/14/2011,10,19,2
664,90,3,4/14/2011,10,97,2
665,90,4,4/14/2011,10,33,1
666,90,5,4/14/2011,10,76,1
667,90,6,4/14/2011,10,69,1
668,90,7,4/14/2011,10,94,1
669,90,8,4/14/2011,10,93,1
670,90,9,4/14/2011,10,7,2
671,90,10,4/14/2011,10,59,1
672,90,11,4/14/2011,10,66,1
673,91,1,4/14/2011,22,20,1
674,91,2,4/14/2011,22,14,1
675,91,3,4/14/2011,22,7,1
676,91,4,4/14/2011,22,6,1
677,91,5,4/14/2011,22,65,1
678,91,6,4/14/2011,22,28,1
679,91,7,4/14/2011,22,74,1
680,91,8,4/14/2011,22,33,1
681,91,9,4/14/2011,22,46,3
682,91,10,4/14/2011,22,1,1
683,91,11,4/14/2011,22,55,1
684,91,12,4/14/2011,22,13,6
685,91,13,4/14/2011,22,43,1
686,91,14,4/14/2011,22,41,1
687,91,15,4/14/2011,22,10,1
688,91,16,4/14/2011,22,84,1
689,91,17,4/14/2011,22,18,1
690,91,18,4/14/2011,22,79,1
691,91,19,4/14/2011,22,39,2
692,91,20,4/14/2011,22,37,6
693,91,21,4/14/2011,22,31,1
694,92,1,4/14/2011,30,74,1
695,93,1,4/14/2011,6,24,1
696,93,2,4/14/2011,6,5,1
697,94,1,4/15/2011,8,9,2
698,94,2,4/15/2011,8,85,1
699,94,3,4/15/2011,8,81,1
700,95,1,4/18/2011,8,91,2
701,95,2,4/18/2011,8,48,1
702,95,3,4/18/2011,8,95,1
703,95,4,4/18/2011,8,79,2
704,95,5,4/18/2011,8,60,1
705,95,6,4/18/2011,8,76,1
706,95,7,4/18/2011,8,90,1
707,95,8,4/18/2011,8,92,1
708,95,9,4/18/2011,8,8,1
709,95,10,4/18/2011,8,77,2
710,95,11,4/18/2011,8,13,1
711,95,12,4/18/2011,8,64,1
712,95,13,4/18/2011,8,71,2
713,95,14,4/18/2011,8,58,2
714,95,15,4/18/2011,8,80,1
715,95,16,4/18/2011,8,28,1
716,95,17,4/18/2011,8,20,1
717,95,18,4/18/2011,8,52,1
718,95,19,4/18/2011,8,57,1
719,95,20,4/18/2011,8,87,1
720,95,21,4/18/2011,8,17,1
721,96,1,4/18/2011,28,10,1
722,96,2,4/18/2011,28,64,1
723,96,3,4/18/2011,28,74,10
724,97,1,4/18/2011,2,58,1
725,97,2,4/18/2011,2,78,1
726,97,3,4/18/2011,2,44,1
727,97,4,4/18/2011,2,83,2
728,98,1,4/18/2011,8,57,4
729,99,1,4/19/2011,10,48,1
730,100,1,4/19/2011,10,73,1
731,100,2,4/19/2011,10,61,1
732,100,3,4/19/2011,10,49,1
733,100,4,4/19/2011,10,95,1
734,100,5,4/19/2011,10,59,1
